,Club,Country,Level,Elo
59,Torino,ITA,2,1672.71838379
68,Cremonese,ITA,2,1663.42626953
70,Bari,ITA,2,1661.33728027
97,Salernitana,ITA,2,1612.60546875
104,Genoa,ITA,2,1604.22668457
118,Padova,ITA,2,1590.98278809
144,Foggia,ITA,2,1563.95458984
147,Lucchese,ITA,2,1561.52392578
156,Chievo,ITA,2,1552.94335938
159,Palermo,ITA,2,1551.49291992
163,Venezia,ITA,2,1539.99780273
164,Pescara,ITA,2,1539.81799316
165,Reggina,ITA,2,1539.78564453
167,Cesena,ITA,2,1537.4420166
168,Cosenza,ITA,2,1536.58776855
170,Brescia,ITA,2,1535.18969727
242,Lecce,ITA,2,1472.1463623
243,Ravenna,ITA,2,1472.1463623
244,Castel di Sangro,ITA,2,1472.1463623
245,Empoli,ITA,2,1472.1463623
