Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
I1,21/08/2021,17:30,Inter,Genoa,4,0,H
I1,21/08/2021,17:30,Verona,Sassuolo,2,3,A
I1,21/08/2021,19:45,Empoli,Lazio,1,3,A
I1,21/08/2021,19:45,Torino,Atalanta,1,2,A
I1,22/08/2021,17:30,Bologna,Salernitana,3,2,H
I1,22/08/2021,17:30,Udinese,Juventus,2,2,D
I1,22/08/2021,19:45,Napoli,Venezia,2,0,H
I1,22/08/2021,19:45,Roma,Fiorentina,3,1,H
I1,23/08/2021,17:30,Cagliari,Spezia,2,2,D
I1,23/08/2021,19:45,Sampdoria,Milan,0,1,A
I1,27/08/2021,17:30,Udinese,Venezia,3,0,H
I1,27/08/2021,19:45,Verona,Inter,1,3,A
I1,28/08/2021,17:30,Atalanta,Bologna,0,0,D
I1,28/08/2021,17:30,Lazio,Spezia,6,1,H
I1,28/08/2021,19:45,Fiorentina,Torino,2,1,H
I1,28/08/2021,19:45,Juventus,Empoli,0,1,A
I1,29/08/2021,17:30,Genoa,Napoli,1,2,A
I1,29/08/2021,17:30,Sassuolo,Sampdoria,0,0,D
I1,29/08/2021,19:45,Milan,Cagliari,4,1,H
I1,29/08/2021,19:45,Salernitana,Roma,0,4,A
I1,11/09/2021,14:00,Empoli,Venezia,1,2,A
I1,11/09/2021,17:00,Napoli,Juventus,2,1,H
I1,11/09/2021,19:45,Atalanta,Fiorentina,1,2,A
I1,12/09/2021,11:30,Sampdoria,Inter,2,2,D
I1,12/09/2021,14:00,Cagliari,Genoa,2,3,A
I1,12/09/2021,14:00,Spezia,Udinese,0,1,A
I1,12/09/2021,14:00,Torino,Salernitana,4,0,H
I1,12/09/2021,17:00,Milan,Lazio,2,0,H
I1,12/09/2021,19:45,Roma,Sassuolo,2,1,H
I1,13/09/2021,19:45,Bologna,Verona,1,0,H
I1,17/09/2021,19:45,Sassuolo,Torino,0,1,A
I1,18/09/2021,14:00,Genoa,Fiorentina,1,2,A
I1,18/09/2021,17:00,Inter,Bologna,6,1,H
I1,18/09/2021,19:45,Salernitana,Atalanta,0,1,A
I1,19/09/2021,11:30,Empoli,Sampdoria,0,3,A
I1,19/09/2021,14:00,Venezia,Spezia,1,2,A
I1,19/09/2021,17:00,Lazio,Cagliari,2,2,D
I1,19/09/2021,17:00,Verona,Roma,3,2,H
I1,19/09/2021,19:45,Juventus,Milan,1,1,D
I1,20/09/2021,19:45,Udinese,Napoli,0,4,A
I1,21/09/2021,17:30,Bologna,Genoa,2,2,D
I1,21/09/2021,19:45,Atalanta,Sassuolo,2,1,H
I1,21/09/2021,19:45,Fiorentina,Inter,1,3,A
I1,22/09/2021,17:30,Salernitana,Verona,2,2,D
I1,22/09/2021,17:30,Spezia,Juventus,2,3,A
I1,22/09/2021,19:45,Cagliari,Empoli,0,2,A
I1,22/09/2021,19:45,Milan,Venezia,2,0,H
I1,23/09/2021,17:30,Sampdoria,Napoli,0,4,A
I1,23/09/2021,17:30,Torino,Lazio,1,1,D
I1,23/09/2021,19:45,Roma,Udinese,1,0,H
I1,25/09/2021,14:00,Spezia,Milan,1,2,A
I1,25/09/2021,17:00,Inter,Atalanta,2,2,D
I1,25/09/2021,19:45,Genoa,Verona,3,3,D
I1,26/09/2021,11:30,Juventus,Sampdoria,3,2,H
I1,26/09/2021,14:00,Empoli,Bologna,4,2,H
I1,26/09/2021,14:00,Sassuolo,Salernitana,1,0,H
I1,26/09/2021,14:00,Udinese,Fiorentina,0,1,A
I1,26/09/2021,17:00,Lazio,Roma,3,2,H
I1,26/09/2021,19:45,Napoli,Cagliari,2,0,H
I1,27/09/2021,19:45,Venezia,Torino,1,1,D
I1,01/10/2021,19:45,Cagliari,Venezia,1,1,D
I1,02/10/2021,14:00,Salernitana,Genoa,1,0,H
I1,02/10/2021,17:00,Torino,Juventus,0,1,A
I1,02/10/2021,19:45,Sassuolo,Inter,1,2,A
I1,03/10/2021,11:30,Bologna,Lazio,3,0,H
I1,03/10/2021,14:00,Sampdoria,Udinese,3,3,D
I1,03/10/2021,14:00,Verona,Spezia,4,0,H
I1,03/10/2021,17:00,Fiorentina,Napoli,1,2,A
I1,03/10/2021,17:00,Roma,Empoli,2,0,H
I1,03/10/2021,19:45,Atalanta,Milan,2,3,A
I1,16/10/2021,14:00,Spezia,Salernitana,2,1,H
I1,16/10/2021,17:00,Lazio,Inter,3,1,H
I1,16/10/2021,19:45,Milan,Verona,3,2,H
I1,17/10/2021,11:30,Cagliari,Sampdoria,3,1,H
I1,17/10/2021,14:00,Empoli,Atalanta,1,4,A
I1,17/10/2021,14:00,Genoa,Sassuolo,2,2,D
I1,17/10/2021,14:00,Udinese,Bologna,1,1,D
I1,17/10/2021,17:00,Napoli,Torino,1,0,H
I1,17/10/2021,19:45,Juventus,Roma,1,0,H
I1,18/10/2021,19:45,Venezia,Fiorentina,1,0,H
I1,22/10/2021,17:30,Torino,Genoa,3,2,H
I1,22/10/2021,19:45,Sampdoria,Spezia,2,1,H
I1,23/10/2021,14:00,Salernitana,Empoli,2,4,A
I1,23/10/2021,17:00,Sassuolo,Venezia,3,1,H
I1,23/10/2021,19:45,Bologna,Milan,2,4,A
I1,24/10/2021,11:30,Atalanta,Udinese,1,1,D
I1,24/10/2021,14:00,Fiorentina,Cagliari,3,0,H
I1,24/10/2021,14:00,Verona,Lazio,4,1,H
I1,24/10/2021,17:00,Roma,Napoli,0,0,D
I1,24/10/2021,19:45,Inter,Juventus,1,1,D
I1,26/10/2021,17:30,Spezia,Genoa,1,1,D
I1,26/10/2021,17:30,Venezia,Salernitana,1,2,A
I1,26/10/2021,19:45,Milan,Torino,1,0,H
I1,27/10/2021,17:30,Juventus,Sassuolo,1,2,A
I1,27/10/2021,17:30,Sampdoria,Atalanta,1,3,A
I1,27/10/2021,17:30,Udinese,Verona,1,1,D
I1,27/10/2021,19:45,Cagliari,Roma,1,2,A
I1,27/10/2021,19:45,Empoli,Inter,0,2,A
I1,27/10/2021,19:45,Lazio,Fiorentina,1,0,H
I1,28/10/2021,19:45,Napoli,Bologna,3,0,H
I1,30/10/2021,14:00,Atalanta,Lazio,2,2,D
I1,30/10/2021,17:00,Verona,Juventus,2,1,H
I1,30/10/2021,19:45,Torino,Sampdoria,3,0,H
I1,31/10/2021,11:30,Inter,Udinese,2,0,H
I1,31/10/2021,14:00,Fiorentina,Spezia,3,0,H
I1,31/10/2021,14:00,Genoa,Venezia,0,0,D
I1,31/10/2021,14:00,Sassuolo,Empoli,1,2,A
I1,31/10/2021,17:00,Salernitana,Napoli,0,1,A
I1,31/10/2021,19:45,Roma,Milan,1,2,A
