Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
I1,24/08/2019,17:00,Parma,Juventus,0,1,A
I1,24/08/2019,19:45,Fiorentina,Napoli,3,4,A
I1,25/08/2019,17:00,Udinese,Milan,1,0,H
I1,25/08/2019,19:45,Cagliari,Brescia,0,1,A
I1,25/08/2019,19:45,Roma,Genoa,3,3,D
I1,25/08/2019,19:45,Sampdoria,Lazio,0,3,A
I1,25/08/2019,19:45,Spal,Atalanta,2,3,A
I1,25/08/2019,19:45,Torino,Sassuolo,2,1,H
I1,25/08/2019,19:45,Verona,Bologna,1,1,D
I1,26/08/2019,19:45,Inter,Lecce,4,0,H
I1,30/08/2019,19:45,Bologna,Spal,1,0,H
I1,31/08/2019,17:00,Milan,Brescia,1,0,H
I1,31/08/2019,19:45,Juventus,Napoli,4,3,H
I1,01/09/2019,17:00,Lazio,Roma,1,1,D
I1,01/09/2019,19:45,Atalanta,Torino,2,3,A
I1,01/09/2019,19:45,Cagliari,Inter,1,2,A
I1,01/09/2019,19:45,Genoa,Fiorentina,2,1,H
I1,01/09/2019,19:45,Lecce,Verona,0,1,A
I1,01/09/2019,19:45,Sassuolo,Sampdoria,4,1,H
I1,01/09/2019,19:45,Udinese,Parma,1,3,A
I1,14/09/2019,14:00,Fiorentina,Juventus,0,0,D
I1,14/09/2019,17:00,Napoli,Sampdoria,2,0,H
I1,14/09/2019,19:45,Inter,Udinese,1,0,H
I1,15/09/2019,11:30,Genoa,Atalanta,1,2,A
I1,15/09/2019,14:00,Brescia,Bologna,3,4,A
I1,15/09/2019,14:00,Parma,Cagliari,1,3,A
I1,15/09/2019,14:00,Spal,Lazio,2,1,H
I1,15/09/2019,17:00,Roma,Sassuolo,4,2,H
I1,15/09/2019,19:45,Verona,Milan,0,1,A
I1,16/09/2019,19:45,Torino,Lecce,1,2,A
I1,20/09/2019,19:45,Cagliari,Genoa,3,1,H
I1,21/09/2019,14:00,Udinese,Brescia,0,1,A
I1,21/09/2019,17:00,Juventus,Verona,2,1,H
I1,21/09/2019,19:45,Milan,Inter,0,2,A
I1,22/09/2019,11:30,Sassuolo,Spal,3,0,H
I1,22/09/2019,14:00,Bologna,Roma,1,2,A
I1,22/09/2019,14:00,Lecce,Napoli,1,4,A
I1,22/09/2019,14:00,Sampdoria,Torino,1,0,H
I1,22/09/2019,17:00,Atalanta,Fiorentina,2,2,D
I1,22/09/2019,19:45,Lazio,Parma,2,0,H
I1,24/09/2019,18:00,Verona,Udinese,0,0,D
I1,24/09/2019,20:00,Brescia,Juventus,1,2,A
I1,25/09/2019,18:00,Roma,Atalanta,0,2,A
I1,25/09/2019,20:00,Fiorentina,Sampdoria,2,1,H
I1,25/09/2019,20:00,Genoa,Bologna,0,0,D
